,address,price,url,lat,lng,beds
8,6940 Roswell Rd #10D,"154,900",30328,33.944157,-84.3732,2
9,2300 Creel Rd,"153,000",30349,33.573555,-84.4638,4
10,3395 Stonewall Tell Rd,"150,000",30349,33.66248,-84.5929,3
11,2164 Mulberry St,"155,000",30344,33.695934,-84.45523,3
12,2164 Mulberry St #10,"155,000",30344,33.695934,-84.45523,3
13,10 Perimeter Summit Blvd NE #1304,"150,000",30319,33.914104,-84.34094,1
14,3150 Lovell Dr SW,"155,537",30311,33.705006,-84.491745,4
15,8045 Bayrose Cir,"155,000",30344,33.704765,-84.44487,3
16,3381 Misty Harbour Trl,"152,900",30340,33.8896,-84.22546,2
17,1060 Buckhurst Dr,"154,900",30349,33.56802,-84.50039,4
18,6940 Roswell Rd #20F,"155,000",30328,33.944157,-84.3732,2
19,2960 Cascade Ave SW,"150,000",30311,33.719894,-84.48453,0
20,715 Summit North Dr NE,"154,900",30324,33.828312,-84.36184,1
21,3300 Dogwood Dr #117,"154,990",30354,33.664017,-84.40747,2
22,4916 Campbellton Rd SW,"150,000",30331,33.701744,-84.54854,4
23,6304 Santa Fe Pkwy,"159,000",30350,33.964348,-84.370636,2
24, Hasty Pl,"150,000",30318,33.792217,-84.44792,0
25,1566 Martin Luther King Jr Dr SW,"159,000",30314,33.75255,-84.43868,3
26, Hasty Pl,"150,000",30318,33.792217,-84.44792,0
27,6205 Santa Fe Pkwy,"154,900",30350,33.964348,-84.370636,2
28,1382 Westboro Dr SW,"150,000",30310,33.731743,-84.432884,2
29,1162 Oakland Ln SW,"159,000",30310,33.719376,-84.42606,4
30,729 Gainer Rd SW,"159,000",30315,33.687378,-84.41246,3
31,2166 Cypress Ln SW,"158,900",30331,33.6946,-84.5195,3
32,2953 Park St,"155,000",30344,33.674793,-84.446594,3
33,758 Humphries St SW,"155,000",30310,33.73437,-84.40506,3
34,6851 Roswell Rd #K3,"154,900",30328,33.942085,-84.37259,2
35,2662 Plantation Dr,"155,000",30344,33.68291,-84.46105,4
36,199 Whitaker Cir NW,"159,900",30314,33.761253,-84.44478,3
37,3 Lamar Ave NW,"155,000",30314,33.752735,-84.45918,3
38,1669 Mary George Ave NW,"154,900",30318,33.80144,-84.46382,3
39,955 Martin St SE,"150,000",30315,33.728443,-84.383514,0
40,145 Northwood Dr,"155,000",30342,33.909702,-84.38186,4
41,955 Martin St SE,"150,000",30315,33.728436,-84.383514,1
42,6303 Olmadison Pl,"153,265",30349,33.57967,-84.46896,3
43,1159 Mobile St NW,"155,900",30314,33.762825,-84.42542,2
44,534 Granville Ct,"150,000",30328,33.93069,-84.36161,1
45,534 Granville Ct #534,"150,000",30328,33.93069,-84.36161,1
46,1826 Center Ave,"159,900",30344,33.67079,-84.44856,2
47,1099 Oakland Dr SW,"155,000",30310,33.724976,-84.42772,2
48,1310 Willow Trl SW,"159,000",30311,33.71963,-84.43954,3
49,1165 Graymont Dr SW,"150,000",30310,33.723366,-84.43683,2
50,3247 Sable Run Rd #2C/134,"156,000",30349,33.60218,-84.49704,3
51,2641 Lester St,"154,900",30344,33.68337,-84.44713,3
52,860 Midway St SE,"158,000",30315,33.69023,-84.361465,3
53,1942 Taylor Ave,"159,900",30344,33.67328,-84.45231,3
54,1942 Taylor Ave #7,"159,900",30344,33.67328,-84.45231,3
55,4004 Rutgers Dr SW,"157,000",30331,33.760155,-84.51837,5
56,1739 Shirley St SW,"150,000",30310,33.737167,-84.45071,3
57,6851 Roswell Rd,"154,900",30328,33.942085,-84.37259,2
58,2960 Cascade Rd SW,"150,000",30311,33.71976,-84.48516,0
59,2063 Morehouse Dr NW,"150,000",30314,33.7614,-84.45477,6
60,432 Belgarde Pl SE,"152,500",30354,33.66482,-84.376015,3
61,4845 Campbellton Rd SW,"150,000",30331,33.69938,-84.54459,3
62,4760 Highpoint Way,"159,900",30349,33.632305,-84.51226,3
63,215 Piedmont Ave NE #1207,"159,900",30308,33.760246,-84.381905,1
64,6940 Roswell Rd,"150,000",30328,33.944157,-84.3732,2
65,3061 Remington St,"150,000",30344,33.671944,-84.46445,3
66,10 Perimeter Summit Blvd NE #1407,"154,900",30319,33.91423,-84.34082,1
67,474 Center Hill Ave NW,"154,500",30318,33.76828,-84.46416,5
68,2423 Lumpkin St,"159,000",30344,33.689007,-84.44979,2
69,10 Perimeter Summit Blvd NE #3214,"155,000",30319,33.914104,-84.34094,1
70,67 Holly Rd NW,"159,500",30314,33.75689,-84.43753,2
71,1391 Lorenzo Dr SW,"150,000",30310,33.717014,-84.43317,3
72,6305 Olmadison Pl,"152,265",30349,33.579674,-84.468895,3
73,371 Cleveland Cir SW,"155,000",30315,33.68519,-84.4014,3
74,2797 7th St SW,"150,000",30315,33.678455,-84.40354,4
75,988 Cascade Rd SW,"150,000",30311,33.728043,-84.44232,4
76,1851 Giben Rd SW,"159,000",30315,33.70608,-84.40081,3
77,2094 Donald Lee Hollowell Pkwy NW,"150,000",30318,33.776222,-84.45424,0
78,75 Meldon Ave SE,"150,000",30315,33.711357,-84.38669,3
79, Dodson Dr,"150,000",30344,33.6753,-84.4552,0
80, Dodson Dr,"150,000",30344,33.6752,-84.4553,0
81,1379 Bluefield Dr SW,"154,900",30310,33.72533,-84.43301,3
82,749 Cedar Ave NW,"159,900",30318,33.775402,-84.464615,4
83,725 Dalrymple Rd #5C,"150,000",30328,33.95447,-84.36373,2
84,10 Perimeter Summit Blvd NE #4218,"155,000",30319,33.914104,-84.34094,1
85, Montreat Ave SW,"155,000",30310,33.7282,-84.4234,0
86,3262 Dodson Dr,"157,000",30344,33.667038,-84.47436,3
87,10 Perimeter Summit Blvd NE,"150,000",30319,33.914104,-84.34094,1
88,815 Spencer St NW,"150,000",30314,33.760006,-84.414154,2
89,5103 Santa Fe Pkwy #5103,"150,000",30350,33.964348,-84.370636,2
90, N Cliff Valley Way,"150,000",30319,33.8755,-84.3361,0
91,6291 Lamp Post Pl,"159,900",30349,33.58724,-84.49801,3
92,1234 N Cliff Valley Way NE,"150,000",30319,33.845005,-84.33798,0
93,3459 Dodson Ter,"154,900",30344,33.661686,-84.47488,3
94,2176 Belvedere Ave SW,"159,000",30311,33.720493,-84.45973,3
95,348 Triumph Cir SE,"154,900",30354,33.661472,-84.37895,2
96,91 Thirkield Ave SE,"150,000",30315,33.714344,-84.38516,3
97,314 Dalton St SE,"159,900",30315,33.72036,-84.37789,0
98,2094 Donald Lee Hollowell Pkwy NW,"150,000",30318,33.776215,-84.45423,2
99,1837 Dorsey Ave,"154,900",30344,33.678608,-84.4487,4
100,3402 Old Fairburn Rd,"150,000",30349,33.62118,-84.50032,2
0,1053 Martin Luther King Jr Dr NW,"160,000",30314,33.755093,-84.42237,0
1,2700 Pine Tree Rd NE #2205,"169,000",30324,33.82842,-84.359146,1
2,1053 Lena St NW #M,"160,000",30314,33.75666,-84.42368,0
3,5899 Sheldon Ct,"169,000",30349,33.594166,-84.455345,0
4,10 Perimeter Summit Blvd NE #3411,"164,000",30319,33.914104,-84.34094,1
5,1275 Graymont Dr SW,"165,000",30310,33.72022,-84.43683,3
6,4855 Buckeye Pl,"162,900",30349,33.625694,-84.54623,3
7,7103 Santa Fe Pkwy,"162,500",30350,33.964348,-84.370636,2
8,806 Vicksburg Pl #806,"169,900",30350,33.98918,-84.3374,3
9,2500 Swallow Cir SE,"160,000",30315,33.69412,-84.38496,3
10,908 McDaniel St SW,"168,000",30310,33.730152,-84.40135,3
11,2965 Meadowview Dr SE,"169,900",30316,33.699497,-84.30433,3
12,1103 Gettysburg Pl,"165,000",30350,33.990482,-84.33664,2
13,71 Gardenia Dr NW,"165,000",30314,33.757084,-84.4406,3
14,2111 River Green Dr NW,"169,900",30327,33.863186,-84.44804,1
15,2111 River Green Dr NW #2111,"169,900",30327,33.863186,-84.44804,1
16,57 Forsyth St NW #7E,"160,000",30303,33.755882,-84.389694,1
17,375 Ralph McGill Blvd NE #103,"169,900",30312,33.763412,-84.375374,2
18,1445 Monroe Dr NE #E3,"169,500",30324,33.794033,-84.36567,1
19,620 Peachtree St NE #403,"167,500",30308,33.77206,-84.38602,1
20,620 Peachtree St NE #1007,"169,000",30308,33.77155,-84.38545,1
21,311 Summit North Dr NE #311,"160,000",30324,33.828312,-84.36184,1
22,215 Piedmont Ave NE,"168,000",30308,33.760246,-84.381905,1
23,2462 Judson Ave,"169,900",30344,33.692135,-84.46873,2
24,3103 Colonial Way #A,"160,000",30341,33.86858,-84.280464,2
25,2198 Abner Pl NW,"169,900",30318,33.80189,-84.45978,3
26,1205 River Green Dr NW,"169,500",30327,33.863186,-84.44804,1
27,4214 Kensington Cv,"165,000",30349,33.62538,-84.52472,3
28,1115 Arlington Ave SW,"169,900",30310,33.724354,-84.42433,3
29,1036 Regis Rd SE,"165,000",30315,33.690357,-84.354034,4
30,2847 Oldknow Dr NW,"169,000",30318,33.772095,-84.48084,3
31,620 Peachtree St NE #802,"168,900",30308,33.77206,-84.38602,1
32,89 Chaumont Sq NW,"164,500",30327,33.823444,-84.42417,1
33,1096 McDaniel St SW,"160,000",30310,33.724976,-84.4014,3
34,4687 Highpoint Ln,"169,999",30349,33.632492,-84.51277,4
35,350 Winding River Dr #B,"165,000",30350,33.99948,-84.34786,3
36,620 Peachtree St NE #403,"167,500",30308,33.77206,-84.38602,1
37,620 Peachtree St NE #403,"167,500",30308,33.77206,-84.38602,1
38,346 Carpenter Dr #37,"167,500",30328,33.913113,-84.37655,2
39,215 Piedmont Ave NE #603,"165,000",30308,33.760246,-84.381905,1
40,3385 Sable Elm Ct,"165,000",30349,33.603645,-84.49886,3
41,1825 Center Ave,"169,900",30344,33.67125,-84.44852,2
42,4003 Avalon Rd SW,"161,900",30331,33.695,-84.5202,3
43,1208 Pine Heights Dr NE,"169,000",30324,33.828938,-84.35593,1
44,1208 Pine Heights Dr NE #1208,"169,000",30324,33.828938,-84.35593,1
45,2481 Jewel St,"165,000",30344,33.687363,-84.42561,4
46,2557 Glenwood Ave SE,"165,000",30317,33.73954,-84.3033,0
47,1772 Timothy Dr SW,"160,000",30311,33.706696,-84.45132,3
48,2557 Glenwood Ave SE,"165,000",30317,33.73954,-84.3033,0
49,4007 Avalon Rd SW,"162,900",30331,33.695,-84.5202,3
50,4015 Avalon Rd SW,"162,900",30331,33.695,-84.5202,3
51,4011 Avalon Rd SW,"161,900",30331,33.695,-84.5202,3
52,3095 McKenzie Rd,"162,500",30344,33.670376,-84.46703,3
53,3336 Estes Dr,"166,940",30349,33.603943,-84.49787,3
54,3324 Estes Dr,"169,705",30349,33.603935,-84.497665,3
55,3340 Estes Dr,"168,905",30349,33.603943,-84.49795,3
56,3332 Estes Dr,"165,995",30349,33.60394,-84.4978,3
57,3328 Estes Dr,"165,645",30349,33.60394,-84.497734,3
58,2162 Cypress Ln SW,"164,900",30331,33.6946,-84.5195,3
59,2170 Cypress Ln SW,"163,900",30331,33.6946,-84.5195,4
60,2165 Cypress Ln SW,"163,900",30331,33.6946,-84.5195,4
61,1571 Belmont Ave SW,"165,000",30310,33.71218,-84.410225,3
62,1337 McClelland Ave,"160,000",30344,33.69883,-84.43258,3
63,5993 Nile Ct,"162,000",30349,33.604275,-84.44515,4
64,6700 Roswell Rd,"165,000",30328,33.93951,-84.37703,2
65,3324 Estes Dr #334,"169,705",30349,33.603935,-84.497665,3
66,3332 Estes Dr #336,"165,995",30349,33.60394,-84.4978,3
67,3340 Estes Dr #338,"168,905",30349,33.603943,-84.49795,3
68,3336 Estes Dr #337,"166,940",30349,33.603943,-84.49787,3
69,5559 Glenridge Dr #2105,"168,900",30342,33.90604,-84.36717,1
70,4021 Avalon Rd SW,"165,900",30331,33.695,-84.5202,4
71,1417 Richland Rd SW,"160,000",30310,33.73113,-84.43409,3
72,3326 Northcrest Rd #A,"169,900",30340,33.88695,-84.249985,3
73,696 Charlotte Pl NW,"169,900",30318,33.77384,-84.45129,3
74,2126 Connally Dr,"165,000",30344,33.694836,-84.45824,4
75,10 Perimeter Summit Blvd NE #4411,"169,500",30319,33.9141,-84.34004,1
76,2677 The Fontainebleau SW,"160,000",30331,33.68296,-84.48859,3
77,4025 Avalon Rd SW,"161,900",30331,33.695,-84.5202,3
78,4029 Avalon Rd SW,"160,900",30331,33.695,-84.5202,3
79,898 Oak St SW #1308,"160,000",30310,33.739067,-84.41722,2
80,1250 Parkwood Cir SE #1303,"164,000",30339,33.90039,-84.46015,1
81,2783 Oldknow Dr NW,"169,500",30318,33.772198,-84.47872,3
82,2576 Wood Valley Dr,"164,450",30344,33.68546,-84.4614,4
83,1169 Fair St SW,"169,900",30314,33.749264,-84.42592,2
84,1577 Willis Mill Rd SW,"164,000",30311,33.712982,-84.469536,3
85,215 Piedmont Ave NE #705,"169,000",30308,33.760246,-84.381905,1
86,10 Perimeter Pl,"168,000",30339,33.8744,-84.4665,1
87,703 Gettysburg Pl,"169,999",30350,33.990204,-84.33596,2
88,6105 Cedar Wood Dr,"160,000",30349,33.59139,-84.48441,3
89,3691 Tampa Trl SW,"160,000",30331,33.67896,-84.50932,3
90,375 Ralph McGill Blvd NE #1701,"164,901",30312,33.763412,-84.375374,1
91,2681 Plantation Dr,"167,900",30344,33.68238,-84.4619,3
92,1342 Chambers Ave,"164,500",30344,33.697636,-84.43279,2
93,1306 Redford Dr SE,"169,900",30315,33.687046,-84.35489,3
94,2837 Hedgewood Dr NW,"160,000",30311,33.758194,-84.480675,2
95,6700 Roswell Rd #24G,"163,900",30328,33.93951,-84.37703,2
96,2804 Zane Grey Dr SE,"160,000",30316,33.705215,-84.30692,3
97,4783 Park Cir SE,"166,990",30339,33.836792,-84.46975,4
98,1302 Eason St NW,"161,500",30314,33.758907,-84.43092,4
99,905 Smith St SW,"165,000",30310,33.730225,-84.40102,3
100,2916 1st Ave SW,"160,000",30315,33.675133,-84.40008,3
0,Address Not Disclosed,"179,900",30312,33.763412,-84.375374,1
1,1195 Milton Ter SE,"175,000",30315,33.722435,-84.38036,1
2,1850 Dodson Dr SW,"179,900",30311,33.704906,-84.47649,3
3,4333 Dunwoody Park #3106,"179,900",30338,33.92318,-84.312515,2
4,2607 Vinings Central Dr SE #46,"175,000",30339,33.84348,-84.477585,2
5,1850 Cotillion Dr #1321,"175,900",30338,33.92151,-84.311714,1
6,1445 Monroe Dr NE #G1,"175,000",30324,33.794033,-84.36567,1
7,2644 Waterdale Rd SW,"178,716",30331,33.684868,-84.60162,4
8,57 Forsyth St NW #4C,"178,500",30303,33.755882,-84.389694,1
9,2127 Beecher Cir SW,"179,900",30311,33.7343,-84.45767,4
10,620 Peachtree St NE #608,"179,900",30308,33.77206,-84.38602,1
11,1468 Briarwood Rd NE #402,"179,900",30319,33.849335,-84.33049,1
12,620 Peachtree St NE,"179,900",30308,33.77206,-84.38602,1
13,57 Forsyth St NW #4C,"178,500",30303,33.755882,-84.389694,1
14,1142 Arlington Ave SW,"179,900",30310,33.72473,-84.4255,4
15,1189 McLendon Ave NE #10,"174,900",30307,33.764877,-84.348656,1
16,1268 Ladd St SW,"175,000",30310,33.72712,-84.429276,4
17,1195 Milton Ter SE #4406,"175,000",30315,33.722435,-84.38036,1
18,3449 Bench Ave,"175,000",30349,33.58667,-84.499825,4
19,3170 Waters Rd SW,"179,800",30354,33.668507,-84.39655,3
20,1280 W Peachtree St NW #1202,"174,995",30309,33.789707,-84.388115,1
21,1116 Selwin Ave SW,"175,000",30310,33.72454,-84.42595,3
22,7418 Absinth Dr,"170,640",30349,33.667774,-84.640205,4
23,5852 El Segundo Way,"176,900",30349,33.59572,-84.45034,3
24,6213 Centennial Ln #11,"178,770",30349,33.588013,-84.474396,3
25,2683 Vinings Central Dr SE #54,"170,000",30339,33.84348,-84.477585,2
26,3655 Habersham Rd NE #B340,"170,500",30305,33.853897,-84.38001,1
27,1433 Beatie Ave SW,"179,000",30310,33.7157,-84.41117,3
28,483 Fairlane Cir NW,"175,000",30331,33.768036,-84.501045,5
29,483 Fairlane Cir NW #6,"175,000",30331,33.768036,-84.501045,5
30,1129 Graymont Dr SW,"179,900",30310,33.72441,-84.43681,2
31,6700 Roswell Rd #17A,"179,900",30328,33.93951,-84.37703,2
32,91 Rumson Rd NE #C30,"175,000",30305,33.830994,-84.38457,2
33,91 Rumson Rd NE,"175,000",30305,33.830994,-84.38457,2
34,2141 Pryor Rd SW,"175,000",30315,33.69598,-84.3995,3
35,5000 Greentree Trl,"179,500",30349,33.63447,-84.54863,4
36,2725 Crescendo Dr NW,"175,000",30318,33.774242,-84.47685,2
37,2828 S Clark Dr,"175,000",30344,33.678257,-84.45582,3
38,2687 Vinings Central Dr SE #56,"179,900",30339,33.84348,-84.477585,2
39,2687 Vinings Central Dr SE,"179,900",30339,33.84348,-84.477585,2
40,798 Humphries St SW,"175,000",30310,33.73319,-84.4053,3
41,1710 Derry Ave SW,"177,000",30310,33.74312,-84.443695,3
42,10 Perimeter Summit Blvd NE #4445,"175,000",30319,33.914104,-84.34094,1
43,1363 Boat Rock Rd SW,"175,000",30331,33.718346,-84.56129,4
44,2025 Venetian Dr SW,"179,000",30311,33.71525,-84.45473,4
45,1830 Idlewood Dr,"170,000",30344,33.70491,-84.44778,3
46,1706 Porter Dr NW,"175,000",30314,33.75568,-84.4429,3
47,6851 Roswell Rd,"171,500",30328,33.942085,-84.37259,2
48,620 Peachtree St NE #603,"178,500",30308,33.77206,-84.38602,1
49,1603 Joseph E Boone Blvd NW,"175,000",30314,33.763935,-84.44038,4
50,1909 Rogers Ave SW,"174,000",30310,33.737587,-84.45019,3
51,2311 Baywood Dr SE,"179,900",30315,33.69197,-84.3874,4
52,4680 Ben Hill Rd,"176,500",30349,33.628326,-84.50636,3
53,1674 Richland Rd SW,"179,000",30311,33.731174,-84.442566,4
54,2870 Pharr Court South NW #407,"170,000",30305,33.83418,-84.3867,1
55,7500 Roswell Rd #99,"179,999",30350,33.95914,-84.3667,2
56,91 Rumson Rd NE #B27,"170,000",30305,33.830994,-84.38457,2
57,4155 Glad Morning Dr,"174,900",30349,33.64172,-84.54322,3
58,3153 Buford Hwy NE #6,"170,000",30329,33.839706,-84.33148,2
59,2551 Glenwood Ave SE,"175,000",30317,33.739536,-84.303474,0
60,2551 Glenwood Ave SE,"175,000",30317,33.739536,-84.303474,3
61,425 Chapel St SW #1306,"179,995",30313,33.752087,-84.400215,1
62,3052 Browns Mill Rd SE,"175,000",30354,33.671646,-84.38216,3
63,1280 W Peachtree St NW #2511,"179,990",30309,33.789707,-84.388115,1
64,215 Piedmont Ave NE #1206,"179,900",30308,33.760246,-84.381905,2
65,131 McGill Park Ave NE,"174,875",30312,33.76196,-84.377266,1
66,1825 Dodson Dr SW,"172,000",30311,33.7052,-84.47731,3
67,3685 Judy Lynn Ct,"179,000",30349,33.655544,-84.59886,3
68,1580 Potomac Ct,"178,000",30349,33.604153,-84.445206,4
69,10 Perimeter Summit Blvd NE #4130,"179,900",30319,33.913467,-84.33978,2
