address,zipcode,lat,lng,beds,price,Restau,crime,scaleprice,scalefood,scalecrime
1015 Sims St SW,30310,33.727165,-84.40342,3,139000,630,6915,-0.5268860802933786,-0.15547135413529914,1.0319066040545553
2440 McAlpin Ter #A/B,30344,33.68913,-84.48532,0,136900,482,27,-0.5295537741952822,-0.49904276286122884,-1.218476266658669
629 Waynes Ct SE,30354,33.6716,-84.3682,3,135000,449,1621,-0.53196740201129,-0.5756499012933618,-0.6976995105731756
1231 Campbellton Pl SW,30310,33.718056,-84.42819,4,130000,630,6915,-0.5383190541586794,-0.15547135413529914,1.0319066040545553
62 Weyman Ave SW,30315,33.72481,-84.39004,3,135000,361,6783,-0.53196740201129,-0.7799356037790497,0.9887807999119673
2162 Kipling Cir SE,30315,33.696377,-84.35589,3,130000,361,6783,-0.5383190541586794,-0.7799356037790497,0.9887807999119673
364 Peyton Rd SW,30311,33.74586,-84.47779,3,138000,171,5201,-0.5281564107228565,-1.2210070068731487,0.4719245714757999
2655 Arrowood Dr,30344,33.681774,-84.47587,2,139900,482,27,-0.5257427829068485,-0.49904276286122884,-1.218476266658669
91 Hutchinson St NE,30307,33.75603,-84.340576,0,130000,1306,2961,-0.5383190541586794,1.4138142695047582,-0.2599072563984194
2876 Randall St,30344,33.67682,-84.43319,3,132900,482,27,-0.5346350959131936,-0.49904276286122884,-1.218476266658669
907 Dill Ave SW,30310,33.718494,-84.41787,0,135000,630,6915,-0.53196740201129,-0.15547135413529914,1.0319066040545553
1870 Grove Ave,30344,33.68933,-84.449615,3,137998,482,27,-0.5281589513837154,-0.49904276286122884,-1.218476266658669
76 Schell Rd SE,30315,33.695698,-84.3814,3,130900,361,6783,-0.5371757567721492,-0.7799356037790497,0.9887807999119673
1150 Collier Rd NW #F18,30318,33.810066,-84.424095,1,131000,403,11424,-0.5370487237292015,-0.6824356094108804,2.5050448682888655
545 Brownlee Rd SW,30311,33.741096,-84.49761,3,132000,171,5201,-0.5357783932997237,-1.2210070068731487,0.4719245714757999
1967 Joseph E Boone Blvd NW #2-3,30314,33.76508,-84.451324,0,136300,939,4681,-0.5303159724529688,0.5618500330019459,0.30203504000499903
185 Polar Rock Rd SW,30315,33.696285,-84.39442,3,138995,361,6783,-0.5268924319455259,-0.7799356037790497,0.9887807999119673
2965 Pharr Court South NW #304,30305,33.83605,-84.38457,2,149500,662,2862,-0.513547610783861,-0.08118564414050353,-0.29225160950536033
960 Saint Charles Ave NE #9,30306,33.77585,-84.35606,1,149900,1605,1890,-0.5130394786120699,2.1079213722686294,-0.6098143491007805
3216 Mayo Pl SW,30311,33.696285,-84.49408,4,145000,171,5201,-0.5192640977165114,-1.2210070068731487,0.4719245714757999
4282 Roswell Rd NE #K3,30342,33.87165,-84.38121,2,145000,564,621,-0.5192640977165114,-0.3086856309995651,-1.0244101480170236
720 Summit North Dr NE,30324,33.828312,-84.36184,1,147500,1057,4043,-0.5160882716428168,0.8357785886077548,0.09359365331582405
5400 Cascade Rd SW,30331,33.729156,-84.56323,4,149900,49,6204,-0.5130394786120699,-1.504221276228307,0.7996153408319794
429 Oak Dr SE,30354,33.667023,-84.37949,3,143000,449,1621,-0.5218047585754672,-0.5756499012933618,-0.6976995105731756
1849 Grove Ave,30344,33.689816,-84.449005,2,145000,482,27,-0.5192640977165114,-0.49904276286122884,-1.218476266658669
2479 Peachtree Rd NE #708,30305,33.822083,-84.38629,1,145000,662,2862,-0.5192640977165114,-0.08118564414050353,-0.29225160950536033
3214 Cloverhurst Dr,30344,33.667736,-84.45663,4,142900,482,27,-0.521931791618415,-0.49904276286122884,-1.218476266658669
526 Dollar Mill Rd SW,30331,33.74049,-84.52643,4,149900,49,6204,-0.5130394786120699,-1.504221276228307,0.7996153408319794
1434 Avon Ave SW,30310,33.72215,-84.43495,2,149000,630,6915,-0.5141827759986,-0.15547135413529914,1.0319066040545553
989 Poplar St,30344,33.674408,-84.421646,3,147000,482,27,-0.5167234368575556,-0.49904276286122884,-1.218476266658669
160 Joseph E Lowery Blvd NW,30314,33.75919,-84.41779,5,149900,939,4681,-0.5130394786120699,0.5618500330019459,0.30203504000499903
2456 Laurel Cir NW,30311,33.757717,-84.472626,2,145000,171,5201,-0.5192640977165114,-1.2210070068731487,0.4719245714757999
2429 Antwerp Dr SE,30315,33.688133,-84.38545,2,142500,361,6783,-0.5224399237902061,-0.7799356037790497,0.9887807999119673
1965 Childress Dr SW,30311,33.701797,-84.4878,5,149900,171,5201,-0.5130394786120699,-1.2210070068731487,0.4719245714757999
2657 Lenox Rd NE #G-90,30324,33.85247,-84.3682,1,149999,1057,4043,-0.5129137158995516,0.8357785886077548,0.09359365331582405
846 Norwood Rd SE,30315,33.69721,-84.3618,3,149900,361,6783,-0.5130394786120699,-0.7799356037790497,0.9887807999119673
3670 Hill Acres Rd SW,30331,33.69993,-84.50841,4,149900,49,6204,-0.5130394786120699,-1.504221276228307,0.7996153408319794
1395 Avon Ave SW,30310,33.72269,-84.433624,2,140000,630,6915,-0.5256157498639007,-0.15547135413529914,1.0319066040545553
1973 Cummings Dr SW,30311,33.717804,-84.45226,3,144900,171,5201,-0.5193911307594592,-1.2210070068731487,0.4719245714757999
2120 Ben Hill Rd,30344,33.673275,-84.45841,3,149900,482,27,-0.5130394786120699,-0.49904276286122884,-1.218476266658669
835 Plainville Cir SW,30331,33.738255,-84.51769,4,149900,49,6204,-0.5130394786120699,-1.504221276228307,0.7996153408319794
3637 Utoy Dr SW #1,30331,33.73851,-84.50765,4,145000,49,6204,-0.5192640977165114,-1.504221276228307,0.7996153408319794
3798 Adamsville Dr SW,30331,33.76147,-84.51199,3,149900,49,6204,-0.5130394786120699,-1.504221276228307,0.7996153408319794
184 Dahlia Ave NW,30314,33.75922,-84.46243,3,145000,939,4681,-0.5192640977165114,0.5618500330019459,0.30203504000499903
1446 Kenilworth Dr SW,30310,33.715603,-84.43379,3,149000,630,6915,-0.5141827759986,-0.15547135413529914,1.0319066040545553
2689 Oldknow Dr NW,30318,33.77203,-84.47562,2,142500,403,11424,-0.5224399237902061,-0.6824356094108804,2.5050448682888655
2135 Donald Lee Hollowell Pkwy NW,30318,33.777004,-84.455284,3,140000,403,11424,-0.5256157498639007,-0.6824356094108804,2.5050448682888655
1799 Willis Mill Rd SW,30311,33.70584,-84.46808,2,142000,171,5201,-0.523075089004945,-1.2210070068731487,0.4719245714757999
1812 Glenview Dr SW,30331,33.705975,-84.499275,3,140000,49,6204,-0.5256157498639007,-1.504221276228307,0.7996153408319794
1195 Milton Ter SE #3101,30315,33.722435,-84.38036,1,149500,361,6783,-0.513547610783861,-0.7799356037790497,0.9887807999119673
298 Anderson Ave NW,30314,33.76308,-84.45159,3,149900,939,4681,-0.5130394786120699,0.5618500330019459,0.30203504000499903
1322 McClelland Ave,30344,33.698437,-84.432144,3,149999,482,27,-0.5129137158995516,-0.49904276286122884,-1.218476266658669
2794 Bayard St,30344,33.67896,-84.43114,3,149900,482,27,-0.5130394786120699,-0.49904276286122884,-1.218476266658669
1889 Dunlap Ave,30344,33.66921,-84.45074,3,145000,482,27,-0.5192640977165114,-0.49904276286122884,-1.218476266658669
2062 Pine Cone Dr SW,30331,33.69949,-84.49957,3,145000,49,6204,-0.5192640977165114,-1.504221276228307,0.7996153408319794
2896 Hogan Rd #1,30344,33.677574,-84.48293,3,140000,482,27,-0.5256157498639007,-0.49904276286122884,-1.218476266658669
635 Providence Pl SW,30331,33.742683,-84.50519,3,145000,49,6204,-0.5192640977165114,-1.504221276228307,0.7996153408319794
2896 Hogan Rd,30344,33.677574,-84.48293,3,140000,482,27,-0.5256157498639007,-0.49904276286122884,-1.218476266658669
10 Perimeter Summit Blvd NE #4126,30319,33.914104,-84.34094,1,145000,784,162,-0.5192640977165114,0.20202862521465473,-1.1743703306037496
1225 Campbellton Pl SW,30310,33.717743,-84.428215,4,140000,630,6915,-0.5256157498639007,-0.15547135413529914,1.0319066040545553
1311 Douglas St SW,30314,33.751686,-84.43044,3,144900,939,4681,-0.5193911307594592,0.5618500330019459,0.30203504000499903
2392 Bouldercrest Rd SE,30316,33.690178,-84.31521,3,149900,365,2212,-0.5130394786120699,-0.7706498900297003,-0.5046135238438615
690 Dameron Cir SW,30311,33.74307,-84.49863,5,144500,171,5201,-0.5198992629312503,-1.2210070068731487,0.4719245714757999
140 Holly Rd NW #Sec,30314,33.759014,-84.43814,3,144000,939,4681,-0.5205344281459893,0.5618500330019459,0.30203504000499903
898 Oak St SW #1224,30310,33.739067,-84.41722,2,148750,630,6915,-0.5145003586059694,-0.15547135413529914,1.0319066040545553
3068 Rollingwood Ln SE,30316,33.69808,-84.318,3,145000,365,2212,-0.5192640977165114,-0.7706498900297003,-0.5046135238438615
N Evelyn Pl,30318,33.7905,-84.44,0,140000,403,11424,-0.5256157498639007,-0.6824356094108804,2.5050448682888655
710 Thomasville Blvd SE,30315,33.703697,-84.36547,3,145000,361,6783,-0.5192640977165114,-0.7799356037790497,0.9887807999119673
1189 McLendon Ave NE,30307,33.764877,-84.348656,1,145500,1306,2961,-0.5186289325017724,1.4138142695047582,-0.2599072563984194
1827 Flat Shoals Rd SE,30316,33.728554,-84.3279,2,142500,365,2212,-0.5224399237902061,-0.7706498900297003,-0.5046135238438615
2609 Santa Barbara Dr NW,30318,33.76557,-84.47308,3,140000,403,11424,-0.5256157498639007,-0.6824356094108804,2.5050448682888655
2609 Santa Barbara Dr NW #13,30318,33.76557,-84.47308,3,140000,403,11424,-0.5256157498639007,-0.6824356094108804,2.5050448682888655
1327 Sharon St NW,30314,33.754814,-84.43087,3,149000,939,4681,-0.5141827759986,0.5618500330019459,0.30203504000499903
10 Perimeter Summit Blvd NE #4125,30319,33.914104,-84.34094,1,148700,784,162,-0.5145638751274433,0.20202862521465473,-1.1743703306037496
795 Amber Pl NW,30331,33.775925,-84.511536,3,140000,49,6204,-0.5256157498639007,-1.504221276228307,0.7996153408319794
376 Saint Johns Ave SW,30315,33.699833,-84.40127,2,149900,361,6783,-0.5130394786120699,-0.7799356037790497,0.9887807999119673
350 Betsy Ave SW,30310,33.746166,-84.4578,2,145000,630,6915,-0.5192640977165114,-0.15547135413529914,1.0319066040545553
226 Anderson Ave NW,30314,33.76089,-84.45086,3,145000,939,4681,-0.5192640977165114,0.5618500330019459,0.30203504000499903
1704 Boulderview Dr SE,30316,33.704544,-84.321815,0,149000,365,2212,-0.5141827759986,-0.7706498900297003,-0.5046135238438615
2021 Conrad Ave SE,30315,33.69898,-84.38185,3,144995,361,6783,-0.5192704493686587,-0.7799356037790497,0.9887807999119673
2376 Lilla Cir SW,30310,33.745853,-84.46521,3,145000,630,6915,-0.5192640977165114,-0.15547135413529914,1.0319066040545553
1368 Eason St NW,30314,33.757015,-84.432755,2,142500,939,4681,-0.5224399237902061,0.5618500330019459,0.30203504000499903
140 Holly Rd NW,30314,33.759014,-84.43814,3,144000,939,4681,-0.5205344281459893,0.5618500330019459,0.30203504000499903
1351 Eason St NW,30314,33.757557,-84.432106,2,147000,939,4681,-0.5167234368575556,0.5618500330019459,0.30203504000499903
1398 Pine Ave,30344,33.678307,-84.43469,3,148900,482,27,-0.5143098090415478,-0.49904276286122884,-1.218476266658669
3637 Utoy Dr SW,30331,33.73851,-84.50765,4,145000,49,6204,-0.5192640977165114,-1.504221276228307,0.7996153408319794
1619 Ralph David Abernathy Blvd SW,30310,33.746334,-84.44043,0,145000,630,6915,-0.5192640977165114,-0.15547135413529914,1.0319066040545553
2598 Harris St,30344,33.684177,-84.435,2,149900,482,27,-0.5130394786120699,-0.49904276286122884,-1.218476266658669
1189 McLendon Ave NE #3,30307,33.764877,-84.348656,1,145500,1306,2961,-0.5186289325017724,1.4138142695047582,-0.2599072563984194
16 Wadley St NW,30314,33.75286,-84.458275,3,141000,939,4681,-0.5243454194344228,0.5618500330019459,0.30203504000499903
3751 Stephanie Dr SW,30331,33.674404,-84.51114,3,140000,49,6204,-0.5256157498639007,-1.504221276228307,0.7996153408319794
848 Dolly Ave SW #38,30331,33.693623,-84.5654,0,155000,49,6204,-0.5065607934217328,-1.504221276228307,0.7996153408319794
5421 Campbellton Rd SW,30331,33.702625,-84.5654,3,150000,49,6204,-0.5129124455691221,-1.504221276228307,0.7996153408319794
1408 Vesta Ter,30344,33.66576,-84.435104,2,154914,482,27,-0.5066700418386678,-0.49904276286122884,-1.218476266658669
3669 Peachtree Rd NE #1C,30319,33.853817,-84.354515,1,159900,784,162,-0.5003361743172913,0.20202862521465473,-1.1743703306037496
2164 Mulberry St,30344,33.695934,-84.45523,3,155000,482,27,-0.5065607934217328,-0.49904276286122884,-1.218476266658669
2164 Mulberry St #10,30344,33.695934,-84.45523,3,155000,482,27,-0.5065607934217328,-0.49904276286122884,-1.218476266658669
10 Perimeter Summit Blvd NE #1304,30319,33.914104,-84.34094,1,150000,784,162,-0.5129124455691221,0.20202862521465473,-1.1743703306037496
3150 Lovell Dr SW,30311,33.705006,-84.491745,4,155537,171,5201,-0.5058786259811031,-1.2210070068731487,0.4719245714757999
8045 Bayrose Cir,30344,33.704765,-84.44487,3,155000,482,27,-0.5065607934217328,-0.49904276286122884,-1.218476266658669
2960 Cascade Ave SW,30311,33.719894,-84.48453,0,150000,171,5201,-0.5129124455691221,-1.2210070068731487,0.4719245714757999
715 Summit North Dr NE,30324,33.828312,-84.36184,1,154900,1057,4043,-0.5066878264646806,0.8357785886077548,0.09359365331582405
3300 Dogwood Dr #117,30354,33.664017,-84.40747,2,154990,449,1621,-0.5065734967260276,-0.5756499012933618,-0.6976995105731756
4916 Campbellton Rd SW,30331,33.701744,-84.54854,4,150000,49,6204,-0.5129124455691221,-1.504221276228307,0.7996153408319794
Hasty Pl,30318,33.792217,-84.44792,0,150000,403,11424,-0.5129124455691221,-0.6824356094108804,2.5050448682888655
1566 Martin Luther King Jr Dr SW,30314,33.75255,-84.43868,3,159000,939,4681,-0.5014794717038213,0.5618500330019459,0.30203504000499903
1382 Westboro Dr SW,30310,33.731743,-84.432884,2,150000,630,6915,-0.5129124455691221,-0.15547135413529914,1.0319066040545553
1162 Oakland Ln SW,30310,33.719376,-84.42606,4,159000,630,6915,-0.5014794717038213,-0.15547135413529914,1.0319066040545553
729 Gainer Rd SW,30315,33.687378,-84.41246,3,159000,361,6783,-0.5014794717038213,-0.7799356037790497,0.9887807999119673
2166 Cypress Ln SW,30331,33.6946,-84.5195,3,158900,49,6204,-0.501606504746769,-1.504221276228307,0.7996153408319794
2953 Park St,30344,33.674793,-84.446594,3,155000,482,27,-0.5065607934217328,-0.49904276286122884,-1.218476266658669
758 Humphries St SW,30310,33.73437,-84.40506,3,155000,630,6915,-0.5065607934217328,-0.15547135413529914,1.0319066040545553
2662 Plantation Dr,30344,33.68291,-84.46105,4,155000,482,27,-0.5065607934217328,-0.49904276286122884,-1.218476266658669
199 Whitaker Cir NW,30314,33.761253,-84.44478,3,159900,939,4681,-0.5003361743172913,0.5618500330019459,0.30203504000499903
3 Lamar Ave NW,30314,33.752735,-84.45918,3,155000,939,4681,-0.5065607934217328,0.5618500330019459,0.30203504000499903
1669 Mary George Ave NW,30318,33.80144,-84.46382,3,154900,403,11424,-0.5066878264646806,-0.6824356094108804,2.5050448682888655
955 Martin St SE,30315,33.728443,-84.383514,0,150000,361,6783,-0.5129124455691221,-0.7799356037790497,0.9887807999119673
145 Northwood Dr,30342,33.909702,-84.38186,4,155000,564,621,-0.5065607934217328,-0.3086856309995651,-1.0244101480170236
1159 Mobile St NW,30314,33.762825,-84.42542,2,155900,939,4681,-0.5054174960352027,0.5618500330019459,0.30203504000499903
1826 Center Ave,30344,33.67079,-84.44856,2,159900,482,27,-0.5003361743172913,-0.49904276286122884,-1.218476266658669
1099 Oakland Dr SW,30310,33.724976,-84.42772,2,155000,630,6915,-0.5065607934217328,-0.15547135413529914,1.0319066040545553
1310 Willow Trl SW,30311,33.71963,-84.43954,3,159000,171,5201,-0.5014794717038213,-1.2210070068731487,0.4719245714757999
1165 Graymont Dr SW,30310,33.723366,-84.43683,2,150000,630,6915,-0.5129124455691221,-0.15547135413529914,1.0319066040545553
2641 Lester St,30344,33.68337,-84.44713,3,154900,482,27,-0.5066878264646806,-0.49904276286122884,-1.218476266658669
860 Midway St SE,30315,33.69023,-84.361465,3,158000,361,6783,-0.5027498021332991,-0.7799356037790497,0.9887807999119673
1942 Taylor Ave,30344,33.67328,-84.45231,3,159900,482,27,-0.5003361743172913,-0.49904276286122884,-1.218476266658669
1942 Taylor Ave #7,30344,33.67328,-84.45231,3,159900,482,27,-0.5003361743172913,-0.49904276286122884,-1.218476266658669
4004 Rutgers Dr SW,30331,33.760155,-84.51837,5,157000,49,6204,-0.504020132562777,-1.504221276228307,0.7996153408319794
1739 Shirley St SW,30310,33.737167,-84.45071,3,150000,630,6915,-0.5129124455691221,-0.15547135413529914,1.0319066040545553
2960 Cascade Rd SW,30311,33.71976,-84.48516,0,150000,171,5201,-0.5129124455691221,-1.2210070068731487,0.4719245714757999
2063 Morehouse Dr NW,30314,33.7614,-84.45477,6,150000,939,4681,-0.5129124455691221,0.5618500330019459,0.30203504000499903
432 Belgarde Pl SE,30354,33.66482,-84.376015,3,152500,449,1621,-0.5097366194954274,-0.5756499012933618,-0.6976995105731756
4845 Campbellton Rd SW,30331,33.69938,-84.54459,3,150000,49,6204,-0.5129124455691221,-1.504221276228307,0.7996153408319794
215 Piedmont Ave NE #1207,30308,33.760246,-84.381905,1,159900,1640,3841,-0.5003361743172913,2.189171367575437,0.027598104552166776
3061 Remington St,30344,33.671944,-84.46445,3,150000,482,27,-0.5129124455691221,-0.49904276286122884,-1.218476266658669
10 Perimeter Summit Blvd NE #1407,30319,33.91423,-84.34082,1,154900,784,162,-0.5066878264646806,0.20202862521465473,-1.1743703306037496
474 Center Hill Ave NW,30318,33.76828,-84.46416,5,154500,403,11424,-0.5071959586364717,-0.6824356094108804,2.5050448682888655
2423 Lumpkin St,30344,33.689007,-84.44979,2,159000,482,27,-0.5014794717038213,-0.49904276286122884,-1.218476266658669
10 Perimeter Summit Blvd NE #3214,30319,33.914104,-84.34094,1,155000,784,162,-0.5065607934217328,0.20202862521465473,-1.1743703306037496
67 Holly Rd NW,30314,33.75689,-84.43753,2,159500,939,4681,-0.5008443064890824,0.5618500330019459,0.30203504000499903
1391 Lorenzo Dr SW,30310,33.717014,-84.43317,3,150000,630,6915,-0.5129124455691221,-0.15547135413529914,1.0319066040545553
371 Cleveland Cir SW,30315,33.68519,-84.4014,3,155000,361,6783,-0.5065607934217328,-0.7799356037790497,0.9887807999119673
2797 7th St SW,30315,33.678455,-84.40354,4,150000,361,6783,-0.5129124455691221,-0.7799356037790497,0.9887807999119673
988 Cascade Rd SW,30311,33.728043,-84.44232,4,150000,171,5201,-0.5129124455691221,-1.2210070068731487,0.4719245714757999
1851 Giben Rd SW,30315,33.70608,-84.40081,3,159000,361,6783,-0.5014794717038213,-0.7799356037790497,0.9887807999119673
2094 Donald Lee Hollowell Pkwy NW,30318,33.776222,-84.45424,0,150000,403,11424,-0.5129124455691221,-0.6824356094108804,2.5050448682888655
75 Meldon Ave SE,30315,33.711357,-84.38669,3,150000,361,6783,-0.5129124455691221,-0.7799356037790497,0.9887807999119673
1379 Bluefield Dr SW,30310,33.72533,-84.43301,3,154900,630,6915,-0.5066878264646806,-0.15547135413529914,1.0319066040545553
749 Cedar Ave NW,30318,33.775402,-84.464615,4,159900,403,11424,-0.5003361743172913,-0.6824356094108804,2.5050448682888655
10 Perimeter Summit Blvd NE #4218,30319,33.914104,-84.34094,1,155000,784,162,-0.5065607934217328,0.20202862521465473,-1.1743703306037496
Montreat Ave SW,30310,33.7282,-84.4234,0,155000,630,6915,-0.5065607934217328,-0.15547135413529914,1.0319066040545553
3262 Dodson Dr,30344,33.667038,-84.47436,3,157000,482,27,-0.504020132562777,-0.49904276286122884,-1.218476266658669
10 Perimeter Summit Blvd NE,30319,33.914104,-84.34094,1,150000,784,162,-0.5129124455691221,0.20202862521465473,-1.1743703306037496
815 Spencer St NW,30314,33.760006,-84.414154,2,150000,939,4681,-0.5129124455691221,0.5618500330019459,0.30203504000499903
N Cliff Valley Way,30319,33.8755,-84.3361,0,150000,784,162,-0.5129124455691221,0.20202862521465473,-1.1743703306037496
1234 N Cliff Valley Way NE,30319,33.845005,-84.33798,0,150000,784,162,-0.5129124455691221,0.20202862521465473,-1.1743703306037496
3459 Dodson Ter,30344,33.661686,-84.47488,3,154900,482,27,-0.5066878264646806,-0.49904276286122884,-1.218476266658669
2176 Belvedere Ave SW,30311,33.720493,-84.45973,3,159000,171,5201,-0.5014794717038213,-1.2210070068731487,0.4719245714757999
348 Triumph Cir SE,30354,33.661472,-84.37895,2,154900,449,1621,-0.5066878264646806,-0.5756499012933618,-0.6976995105731756
91 Thirkield Ave SE,30315,33.714344,-84.38516,3,150000,361,6783,-0.5129124455691221,-0.7799356037790497,0.9887807999119673
314 Dalton St SE,30315,33.72036,-84.37789,0,159900,361,6783,-0.5003361743172913,-0.7799356037790497,0.9887807999119673
1837 Dorsey Ave,30344,33.678608,-84.4487,4,154900,482,27,-0.5066878264646806,-0.49904276286122884,-1.218476266658669
1053 Martin Luther King Jr Dr NW,30314,33.755093,-84.42237,0,160000,939,4681,-0.5002091412743435,0.5618500330019459,0.30203504000499903
2700 Pine Tree Rd NE #2205,30324,33.82842,-84.359146,1,169000,1057,4043,-0.48877616740904267,0.8357785886077548,0.09359365331582405
1053 Lena St NW #M,30314,33.75666,-84.42368,0,160000,939,4681,-0.5002091412743435,0.5618500330019459,0.30203504000499903
10 Perimeter Summit Blvd NE #3411,30319,33.914104,-84.34094,1,164000,784,162,-0.495127819556432,0.20202862521465473,-1.1743703306037496
1275 Graymont Dr SW,30310,33.72022,-84.43683,3,165000,630,6915,-0.4938574891269541,-0.15547135413529914,1.0319066040545553
2500 Swallow Cir SE,30315,33.69412,-84.38496,3,160000,361,6783,-0.5002091412743435,-0.7799356037790497,0.9887807999119673
908 McDaniel St SW,30310,33.730152,-84.40135,3,168000,630,6915,-0.4900464978385205,-0.15547135413529914,1.0319066040545553
2965 Meadowview Dr SE,30316,33.699497,-84.30433,3,169900,365,2212,-0.4876328700225126,-0.7706498900297003,-0.5046135238438615
71 Gardenia Dr NW,30314,33.757084,-84.4406,3,165000,939,4681,-0.4938574891269541,0.5618500330019459,0.30203504000499903
2111 River Green Dr NW,30327,33.863186,-84.44804,1,169900,416,771,-0.4876328700225126,-0.6522570397254948,-0.9754035524004463
2111 River Green Dr NW #2111,30327,33.863186,-84.44804,1,169900,416,771,-0.4876328700225126,-0.6522570397254948,-0.9754035524004463
57 Forsyth St NW #7E,30303,33.755882,-84.389694,1,160000,1488,4001,-0.5002091412743435,1.8363142451001582,0.07987180654318245
375 Ralph McGill Blvd NE #103,30312,33.763412,-84.375374,2,169900,1402,4119,-0.4876328700225126,1.6366713994891449,0.1184236617615565
1445 Monroe Dr NE #E3,30324,33.794033,-84.36567,1,169500,1057,4043,-0.48814100219430373,0.8357785886077548,0.09359365331582405
620 Peachtree St NE #403,30308,33.77206,-84.38602,1,167500,1640,3841,-0.49068166305325944,2.189171367575437,0.027598104552166776
620 Peachtree St NE #1007,30308,33.77155,-84.38545,1,169000,1640,3841,-0.48877616740904267,2.189171367575437,0.027598104552166776
311 Summit North Dr NE #311,30324,33.828312,-84.36184,1,160000,1057,4043,-0.5002091412743435,0.8357785886077548,0.09359365331582405
215 Piedmont Ave NE,30308,33.760246,-84.381905,1,168000,1640,3841,-0.4900464978385205,2.189171367575437,0.027598104552166776
2462 Judson Ave,30344,33.692135,-84.46873,2,169900,482,27,-0.4876328700225126,-0.49904276286122884,-1.218476266658669
2198 Abner Pl NW,30318,33.80189,-84.45978,3,169900,403,11424,-0.4876328700225126,-0.6824356094108804,2.5050448682888655
1205 River Green Dr NW,30327,33.863186,-84.44804,1,169500,416,771,-0.48814100219430373,-0.6522570397254948,-0.9754035524004463
1115 Arlington Ave SW,30310,33.724354,-84.42433,3,169900,630,6915,-0.4876328700225126,-0.15547135413529914,1.0319066040545553
1036 Regis Rd SE,30315,33.690357,-84.354034,4,165000,361,6783,-0.4938574891269541,-0.7799356037790497,0.9887807999119673
2847 Oldknow Dr NW,30318,33.772095,-84.48084,3,169000,403,11424,-0.48877616740904267,-0.6824356094108804,2.5050448682888655
620 Peachtree St NE #802,30308,33.77206,-84.38602,1,168900,1640,3841,-0.4889032004519904,2.189171367575437,0.027598104552166776
89 Chaumont Sq NW,30327,33.823444,-84.42417,1,164500,416,771,-0.49449265434169304,-0.6522570397254948,-0.9754035524004463
1096 McDaniel St SW,30310,33.724976,-84.4014,3,160000,630,6915,-0.5002091412743435,-0.15547135413529914,1.0319066040545553
215 Piedmont Ave NE #603,30308,33.760246,-84.381905,1,165000,1640,3841,-0.4938574891269541,2.189171367575437,0.027598104552166776
1825 Center Ave,30344,33.67125,-84.44852,2,169900,482,27,-0.4876328700225126,-0.49904276286122884,-1.218476266658669
4003 Avalon Rd SW,30331,33.695,-84.5202,3,161900,49,6204,-0.4977955134583355,-1.504221276228307,0.7996153408319794
1208 Pine Heights Dr NE,30324,33.828938,-84.35593,1,169000,1057,4043,-0.48877616740904267,0.8357785886077548,0.09359365331582405
1208 Pine Heights Dr NE #1208,30324,33.828938,-84.35593,1,169000,1057,4043,-0.48877616740904267,0.8357785886077548,0.09359365331582405
2481 Jewel St,30344,33.687363,-84.42561,4,165000,482,27,-0.4938574891269541,-0.49904276286122884,-1.218476266658669
2557 Glenwood Ave SE,30317,33.73954,-84.3033,0,165000,740,1095,-0.4938574891269541,0.09988577397181077,-0.8695493058686395
1772 Timothy Dr SW,30311,33.706696,-84.45132,3,160000,171,5201,-0.5002091412743435,-1.2210070068731487,0.4719245714757999
4007 Avalon Rd SW,30331,33.695,-84.5202,3,162900,49,6204,-0.4965251830288576,-1.504221276228307,0.7996153408319794
4015 Avalon Rd SW,30331,33.695,-84.5202,3,162900,49,6204,-0.4965251830288576,-1.504221276228307,0.7996153408319794
4011 Avalon Rd SW,30331,33.695,-84.5202,3,161900,49,6204,-0.4977955134583355,-1.504221276228307,0.7996153408319794
3095 McKenzie Rd,30344,33.670376,-84.46703,3,162500,482,27,-0.49703331520064875,-0.49904276286122884,-1.218476266658669
2162 Cypress Ln SW,30331,33.6946,-84.5195,3,164900,49,6204,-0.4939845221699019,-1.504221276228307,0.7996153408319794
2170 Cypress Ln SW,30331,33.6946,-84.5195,4,163900,49,6204,-0.49525485259937974,-1.504221276228307,0.7996153408319794
2165 Cypress Ln SW,30331,33.6946,-84.5195,4,163900,49,6204,-0.49525485259937974,-1.504221276228307,0.7996153408319794
1571 Belmont Ave SW,30310,33.71218,-84.410225,3,165000,630,6915,-0.4938574891269541,-0.15547135413529914,1.0319066040545553
1337 McClelland Ave,30344,33.69883,-84.43258,3,160000,482,27,-0.5002091412743435,-0.49904276286122884,-1.218476266658669
5559 Glenridge Dr #2105,30342,33.90604,-84.36717,1,168900,564,621,-0.4889032004519904,-0.3086856309995651,-1.0244101480170236
4021 Avalon Rd SW,30331,33.695,-84.5202,4,165900,49,6204,-0.492714191740424,-1.504221276228307,0.7996153408319794
1417 Richland Rd SW,30310,33.73113,-84.43409,3,160000,630,6915,-0.5002091412743435,-0.15547135413529914,1.0319066040545553
696 Charlotte Pl NW,30318,33.77384,-84.45129,3,169900,403,11424,-0.4876328700225126,-0.6824356094108804,2.5050448682888655
2126 Connally Dr,30344,33.694836,-84.45824,4,165000,482,27,-0.4938574891269541,-0.49904276286122884,-1.218476266658669
10 Perimeter Summit Blvd NE #4411,30319,33.9141,-84.34004,1,169500,784,162,-0.48814100219430373,0.20202862521465473,-1.1743703306037496
